Code,Name,Close,Location,Industry,List_date,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE18_20,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,,,,,,,,,,
000011.SZ, 深物业A,11.64,广东,房地产,1992-03-30,1.6846,1.3399,1.3722,0.9945,1.0453,0.5954,0.2631,0.7005,0.5048,0.6299,0.43,0.2936,0.1626,0.0181,-0.0505,0,1,1.465566667,0.519666667,7.5273,是,1,7.942320377,0,1.82020526,1.978428178,1.125153865,1.546371209,6937196631,0,1,0,1,0,1,0,1,12.17
000012.SZ, 南  玻Ａ,6.95,广东,建筑材料,1992-02-28,0.5,0.25,0.17,0.16,0.35,0.38,0.3,0.42,0.74,0.13,0.57,0.7,0.68,0.35,0.41,0,1,0.306666667,0.366666667,3.7222,是,1,22.66304348,0,-0.163636364,1.663992319,4.424810312,1.867175326,21341310144,0,0,0,1,0,1,0,0,7.38
000013.SZ, *ST石化A,0,广东,-,1992-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,749286798.1,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000014.SZ, 沙河股份,10.17,广东,房地产,1992-06-02,0.18,0.02,0.1,0.7238,0.0378,0.1418,0.2626,0.3013,0.1426,0.1386,0.2692,0.35,0.3977,0.216,0.014,0,1,0.1,0.235233333,4.6011,是,1,101.7,28.47051593,-0.57489018,1.578593893,1.888390133,2.210341005,2461610098,0,0,0,1,0,1,0,0,8.28
000015.SZ, PT中浩A,0,广东,-,1992-06-25,0,0,0,0,0,0,0,0,-0.3533,-0.3528,-0.3525,-0.352,-0.3526,-0.36,-0.35,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,954285459.4,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000016.SZ, 深康佳Ａ,4.87,广东,家用电器,1992-03-27,0.376,0.1984,0.0881,0.1708,2.1001,0.0397,-0.52,0.0437,0.0375,0.0381,0.0207,0.0697,0.1255,0.2083,0.348,0,0,0.220833333,-0.145533333,3.7772,是,1,22.05283019,0,-2.517407238,0.889219493,0.433353298,1.289314836,11726694137,0,0,0,1,1,1,1,0,6.61
000017.SZ, *ST中华A,4.8,广东,汽车,1992-03-31,-0.0036,0.0069,-0.013,-0.0029,0.003,0.0047,-0.0003,0.0089,2.857,-0.0951,0.072,0.1169,-0.2206,-0.0936,0.1314,0,0,-0.003233333,0.004433333,0.0162,-,0,10000,0,-1.729323308,1.257375912,-0.279622751,296.2962963,3308087678,0,0,0,1,0,1,0,0,2.41
000018.SZ, 神城A退,0,北京,-,1992-06-16,0,0,0,-1.004,0.22,0.28,1.5,0.0254,0.0486,0,-0.1,0.02,0.07,-0.15,-0.69,0,0,0,0.6018,0,-,0,10000,0,-1,0,0,#DIV/0!,458526153,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000019.SZ, 深粮控股,8.31,广东,商业贸易,1992-10-12,0.372,0.3515,0.3154,0.2675,-0.1089,0.2139,-0.1171,0.0443,0.174,0.297,0.0323,0.031,-0.07,0.07,0.24,0,0,0.3463,0.047033333,4.0175,是,1,23.9965348,0,6.362863218,2.085559408,2.633920392,2.068450529,9577567961,0,0,1,1,0,1,0,0,7.5
000020.SZ, 深华发Ａ,10.35,广东,电子,1992-04-28,0.0254,0.0241,0.0193,0.0116,0.0034,0.0193,-0.0238,0.0271,-0.023,0.0115,0.0385,0.0324,0.0147,0.0267,0.0913,0,0,0.022933333,0.007533333,1.2129,-,0,451.3081395,0,2.044247788,1.206273886,3.902752175,8.533267376,2930718699,0,0,0,1,0,1,0,0,9.99
000021.SZ, 深科技,12.99,广东,电子,1994-02-02,0.5065,0.5826,0.2395,0.3603,0.3679,0.1457,0.1228,0.1332,0.171,0.0709,0.1906,0.2913,0.29,0.3598,0.8064,0,1,0.442866667,0.1339,6.3097,是,1,29.33162728,0,2.307443366,1.154870606,4.718182591,2.058734964,20272032768,0,0,0,1,0,1,0,0,19.01
000023.SZ, 深天地Ａ,11.27,广东,建筑材料,1993-04-29,-0.3822,-0.0573,0.3663,0.1897,0.2198,0.0717,0.1926,0.1243,0.1083,0.0373,0.0668,0.0948,0.177,0.1536,0.1453,0,0,-0.0244,0.129533333,2.9659,-,0,10000,0,-1.188368502,1.047543949,-23.65059964,3.79985839,1563782825,0,0,0,1,0,1,0,0,16.3
000024.SZ, 招商地产,0,广东,-,1993-06-07,0,0,0,0,0,0,0,1.66,2.447,1.9323,1.5092,1.17,0.9574,0.9408,1.52,0,0,0,0.553333333,0,-,0,10000,0,-1,0,0,#DIV/0!,1.04E+11,1,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000025.SZ, 特  力Ａ,19.2,广东,汽车,1993-06-21,0.304,0.1338,0.5096,0.2924,0.2249,0.0915,0.1538,0.047,0.0313,0.0324,0.0098,0.0163,0.0286,0.02,0.05,0,1,0.3158,0.097433333,3.3242,是,1,60.7979734,0,2.241190558,2.460303956,-10.38494297,5.775825763,8276319744,0,0,1,1,0,1,0,0,16.9
000026.SZ, 飞亚达,11.67,广东,轻工制造,1993-06-03,0.9036,0.6764,0.4943,0.419,0.3196,0.2522,0.3099,0.371,0.331,0.295,0.406,0.377,0.281,0.259,0.244,0,1,0.691433333,0.311033333,7.0725,是,1,16.87798293,0,1.223020041,2.782083149,16.06150834,1.650053022,4873718293,0,0,1,1,0,1,0,0,11.43
000027.SZ, 深圳能源,6.32,广东,公用事业,1993-09-03,0.32,0.78,0.43,0.17,0.19,0.34,0.45,0,0,0,0.43,0.64,0.91,0.47,0.79,0,0,0.51,0.263333333,5.7405,是,1,12.39215686,0,0.936708861,0.969627603,0.589177925,1.100949395,30066704269,0,1,0,1,1,1,1,1,6.09
000028.SZ, 国药一致,38.49,广东,医药生物,1993-08-09,3.12,3.27,2.97,2.83,2.47,2.8,2.1,1.9,1.81,1.65,1.15,0.91,0.67,0.537,0.434,0,1,3.12,2.266666667,34.861,是,1,12.33653846,0,0.376470588,1.423137309,1.823157954,1.104099137,16478607576,0,1,0,1,1,1,1,1,45.8
000029.SZ, 深深房Ａ,13,广东,房地产,1993-09-15,0.2183,0.2869,0.5461,0.4977,0.1829,0.308,0.2977,0.2946,0.2256,0.1056,0.1,0.0838,0.02,0.0189,0.0288,0,1,0.350433333,0.3001,3.8929,是,1,37.09692761,0,0.16772187,2.755341084,238.4506677,3.339412777,13151580000,0,0,1,1,0,1,0,0,7.14
000030.SZ, 富奥股份,5.16,吉林,汽车,1993-09-29,0.48,0.52,0.5,0.49,0.64,0.52,0.39,0.48,0.44,-0.0128,5.0484,3.6934,0.0281,-0.2952,-0.0765,0,1,0.5,0.463333333,4.127,是,1,10.32,0,0.079136691,1.471208121,-7.629137195,1.250302883,8986878319,0,1,0,1,1,1,1,1,7.34
000031.SZ, 大悦城,3.79,广东,房地产,1993-10-08,0.03,-0.09,0.61,0.77,0.52,0.4,0.4,0.33,0.29,0.28,0.23,0.26,0.21,0.08,0.61,0,0,0.183333333,0.376666667,4.395,-,0,20.67272727,0,-0.513274336,1.525252059,0.183685586,0.862343572,16245127555,0,0,0,1,1,1,1,1,4.4
000032.SZ, 深桑达Ａ,28.42,广东,通信,1993-10-28,0.3651,0.36,0.32,0.26,0.06,0.14,0.16,0.09,0.04,0.77,0.12,0.123,0.175,0.31,0.449,0,1,0.348366667,0.13,5.2986,是,1,81.58070998,0,1.67974359,1.173721428,0.548421655,5.363680972,32340801430,0,0,0,1,0,1,0,0,17.9
000033.SZ, 新都退,0,广东,-,1994-01-03,0,0,0,0,0,0.01,0.21,-1.3647,0.0106,-0.0773,0.0085,0.0127,-0.073,0.0107,0.0057,0,0,0,-0.381566667,0,-,0,10000,0,-1,0,0,#DIV/0!,730524059.5,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000034.SZ, 神州数码,28.34,广东,计算机,1994-05-09,0.3677,0.9509,1.074,0.7834,1.1053,0.67,0.06,0.17,0.05,0.01,0.05,1.39,0.37,-0.72,-0.8,0,1,0.797533333,0.3,9.2034,是,1,35.53456491,51.41937462,1.658444444,1.060256311,0.136215067,3.079296782,18955299121,0,0,0,1,0,1,0,0,21.46
000035.SZ, 中国天楹,5.43,江苏,公用事业,1994-04-08,0.2919,0.26,0.3018,0.1602,0.1729,0.1709,0.37,0.35,5.99,-3.37,-0.15,0.31,-0.12,-0.0664,0.79,0,1,0.284566667,0.296966667,4.3328,是,1,19.08164461,0,-0.041755528,1.199445349,-0.05246688,1.253231167,13704110723,0,0,0,1,1,1,1,0,4.11
000036.SZ, 华联控股,4.02,广东,房地产,1994-06-17,0.27,0.37,0.551,0.849,1.177,1.18,0.0612,0.0306,0.071,0.0525,0.0618,0.2053,0.2505,-0.353,-0.34,0,1,0.397,0.423933333,3.3495,是,1,10.12594458,0,-0.063532002,3.192943627,-6.468840277,1.200179131,5965414781,0,1,1,1,1,1,1,1,3.98
000037.SZ, 深南电A,8.35,广东,公用事业,1994-07-01,-0.7291,0.1062,0.04,0.03,0.03,2.17,-1.05,-0.55,0.09,0,0,-0.19,0.12,0.02,0.22,0,0,-0.1943,0.19,2.6798,-,0,10000,0,-2.022631579,1.720976623,5.239166467,3.115904172,5033067677,0,0,0,1,0,1,0,0,10.92
000038.SZ, 深大通,4.05,广东,传媒,1994-08-08,-1.21,0.1521,0.2341,-4.4946,0.6706,0.9278,0.062,-0.51,0.021,0.0216,0.02,0.28,0.22,1.7,0.18,0,0,-0.2746,0.159933333,4.2861,-,0,10000,0,-2.716965402,3.257564583,-3.637993845,0.944914958,2117248547,0,0,1,1,1,1,1,0,9.6
000039.SZ, 中集集团,7.76,广东,机械设备,1994-04-08,1.8,1.41,0.37,1.1,0.81,0.14,0.71,0.92,0.81,0.73,1.37,1.13,0.36,0.53,1.19,0,1,1.193333333,0.59,12.55,是,1,6.502793296,0,1.02259887,1.173355314,0.726920941,0.618326693,41845958188,0,1,0,1,1,1,1,1,14.99
000040.SZ, 东旭蓝天,4.29,广东,公用事业,1994-08-08,-0.397,-0.6866,-0.6435,0.83,0.41,0.19,0.13,0.11,0.22,0.41,0.3,0.21,0.14,-0.24,0.16,0,0,-0.5757,0.143333333,7.7917,-,0,10000,0,-5.016511628,1.17103601,1.865950141,0.55058588,6378688902,0,0,0,1,1,1,1,0,3.49
000042.SZ, 中洲控股,8.67,广东,房地产,1994-09-21,0.3097,0.4232,1.184,0.6719,0.9256,0.3959,0.8377,0.6381,1.6934,1.72,1.3325,1.5114,1.1135,0.0283,0.8427,0,1,0.638966667,0.6239,12.1028,是,1,13.56878293,0,0.024149169,1.935751469,0.302330402,0.716363156,5764085975,0,1,0,1,1,1,1,1,9.14
000045.SZ, 深纺织Ａ,11.16,广东,电子,1994-08-15,0.12,0.07,0.04,-0.04,0.1,-0.17,0.02,-0.22,0.1,-0.24,0.15,0.14,0.16,0.19,0.05,0,0,0.076666667,-0.123333333,5.5611,是,1,145.5652174,41.40795484,-1.621621622,3.723259594,6.269957788,2.006797216,5652783835,0,0,1,1,0,1,0,0,7.17
000046.SZ, 泛海控股,1.18,北京,非银金融,1994-09-12,-2.1659,-0.8894,0.2107,0.1791,0.5564,0.6045,0.4433,0.342,0.2592,0.1716,0.0566,0.054,0.177,0.094,0.853,0,0,-0.9482,0.463266667,1.1133,-,0,10000,0,-3.046769319,0.773530855,-0.002373605,1.059911973,6131516774,0,0,0,1,1,1,1,0,3.28
000047.SZ, ST中侨,0,广东,-,1994-10-21,0,0,0,0,0,0,0,0,0,0,-0.3127,0,0.1662,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,966848793.5,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000048.SZ, 京基智农,21.6,广东,农林牧渔,1994-11-01,0.7441,2.153,2.735,1.1193,0.7083,0.0153,0.52,0.29,-0.0231,0.0709,1.2361,-0.1207,0.1171,0.0924,0.062,0,0,1.877366667,0.2751,4.8406,是,1,11.50547753,174.7089381,5.824306313,0.784422073,0.403257417,4.462256745,11301967800,0,1,0,1,0,1,0,0,22.9
000049.SZ, 德赛电池,43.57,广东,电子,1995-03-20,2.6423,3.2321,2.4409,1.9556,1.4643,1.2439,1.1217,1.1428,1.5057,1.0498,0.872,0.5216,-0.2605,0.0114,0.0522,0,1,2.771766667,1.169466667,11.4198,是,1,15.71921638,28.37415487,1.370111732,1.269756417,1.813610131,3.815303245,13044285577,0,0,0,1,0,1,0,0,67.6
000050.SZ, 深天马Ａ,9.77,广东,电子,1995-03-15,0.6276,0.6749,0.4049,0.4599,0.5761,0.4062,0.4901,0.7116,0.25,0.0948,0.1761,0.1226,-0.3581,0.0163,0.26,0,1,0.569133333,0.535966667,14.1889,是,1,17.16645192,11.15378419,0.061881958,0.823269628,1.127706641,0.688566415,24012194648,0,0,0,1,1,1,1,1,14.74
000055.SZ, 方大集团,5.18,广东,建筑装饰,1996-04-15,0.21,0.35,0.31,1.91,0.97,0.91,0.14,0.13,0.11,0.03,0.09,0.11,0.1,0.05,0.0629,0,1,0.29,0.393333333,5.144,是,1,17.86206897,24.16805161,-0.262711864,1.236640607,2.141873839,1.006998445,5562668496,0,0,0,1,1,1,1,1,4.47
000056.SZ, 皇庭国际,4.68,广东,房地产,1996-07-08,-1.01,-0.26,0.04,0.08,0.15,0.1,0.09,-1.26,10.51,0.08,-0.56,-0.75,0.03,-0.12,0.33,0,0,-0.41,-0.356666667,2.9309,-,0,10000,0,0.14953271,0.251689999,0.70599784,1.596779146,5496794410,0,0,0,1,0,1,0,0,3.03
000058.SZ, 深 赛 格,6.98,广东,商业贸易,1996-12-26,0.0375,0.021,0.0635,0.0225,0.1777,0.1371,0.0946,0.0616,0.0692,0.0581,0.0879,0.0755,-0.3977,0.062,0.08,0,1,0.040666667,0.097766667,1.6062,是,1,171.6393443,26.54440684,-0.584043641,1.631421791,-6.33192278,4.345660565,8593780691,0,0,0,1,0,1,0,0,6.72
000059.SZ, 华锦股份,8.02,辽宁,化工,1997-01-30,0.56,0.2,0.62,0.63,1.15,1.13,0.21,-1.3216,-0.1293,0.0163,0.7014,0.3437,0.1634,0.3206,0.2,0,0,0.46,0.006133333,8.9283,是,1,17.43478261,0,74,2.576310787,3.972765343,0.898267307,12827529147,0,0,1,1,1,1,1,1,5.52
000060.SZ, 中金岭南,4.79,广东,有色金属,1997-01-23,0.27,0.26,0.24,0.26,0.46,0.15,0.09,0.23,0.2,0.21,0.46,0.45,0.4,0.39,1.65,0,1,0.256666667,0.156666667,3.472,是,1,18.66233766,0,0.638297872,1.203870848,1.091341256,1.379608295,17902834467,0,0,0,1,1,1,1,0,4.82
000061.SZ, 农 产 品,5.77,广东,商业贸易,1997-01-10,0.2205,0.1858,0.1828,0.0252,0.0082,0.0521,0.0121,0.0497,0.0666,0.0346,0.2691,0.36,0.11,0.13,0.44,0,1,0.196366667,0.037966667,3.3361,是,1,29.38380581,0,4.172080773,0.501575691,0.649908016,1.729564461,9791483036,0,0,0,1,0,1,0,0,7.05
000062.SZ, 深圳华强,12.84,广东,电子,1997-01-30,0.8447,0.5971,0.6024,0.9504,0.5716,0.5904,0.5556,0.72,0.618,0.422,0.07,0.29,0.3,0.15,0.38,0,1,0.6814,0.622,5.8906,是,1,18.84355738,35.51743585,0.095498392,1.639101943,0.859443526,2.179743999,13429475694,0,0,0,1,0,1,0,0,12.44
000063.SZ, 中兴通讯,31.98,广东,通信,1997-11-18,1.47,0.92,1.22,-1.67,1.08,-0.57,0.77,0.77,0.39,-0.83,0.61,1.15,1.35,1.2,1.29,0,0,1.203333333,0.323333333,10.88,是,1,26.57617729,20.84582023,2.721649485,1.625095876,1.904390295,2.939338235,1.51E+11,1,0,0,1,0,1,0,0,33.65
000065.SZ, 北方国际,10.75,北京,建筑装饰,1998-06-05,0.78,0.9,0.91,0.77,0.97,0.95,0.82,0.73,0.74,0.74,0.45,0.27,0.35,0.22,-0.29,0,1,0.863333333,0.833333333,7.8437,是,1,12.45173745,0,0.036,1.486852159,1.671066936,1.370526665,10768376201,0,1,0,1,1,1,1,1,7.46
000066.SZ, 中国长城,14.02,广东,计算机,1997-06-26,0.204,0.317,0.38,0.336,0.204,0.025,-0.027,0.044,0.022,-0.181,0.076,0.167,0.795,0.021,0.214,0,0,0.300333333,0.014,3.3019,是,1,46.68146504,0,20.45238095,1.305723082,0.928902646,4.246040159,45225703200,0,0,0,1,0,1,0,0,18.99
000068.SZ, 华控赛格,4.01,广东,公用事业,1997-06-11,-0.0971,-0.165,0.006,-0.132,0.0324,0.0099,0.007,-0.1208,-0.0415,0.0035,-0.0456,0.0395,-2.1484,0.0231,-0.2443,0,0,-0.085366667,-0.034633333,0.2614,-,0,10000,0,1.464870067,0.845733531,0.100002144,15.34047437,4036752571,0,0,0,1,0,1,0,0,3.25
000069.SZ, 华侨城Ａ,5.55,广东,房地产,1997-09-10,0.4727,1.5633,1.5044,1.2907,1.0533,0.8395,0.637,0.6566,0.6062,0.5294,0.568,0.978,0.551,0.35,0.66,0,1,1.180133333,0.711033333,9.5226,是,1,4.702858434,0,0.659744035,1.596200148,0.324128111,0.582824019,45519956228,0,1,0,1,1,1,1,1,7.09
000070.SZ, 特发信息,8.76,广东,通信,2000-05-11,-0.7505,0.014,0.4096,0.4393,0.4236,0.6245,0.3349,0.2051,0.23,0.19,0.1471,0.251,0.1653,0.1417,0.0442,0,0,-0.108966667,0.388166667,2.2561,-,0,10000,0,-1.28072134,1.593611752,0.426061506,3.882806613,7398592378,0,0,0,1,0,1,0,0,9.21
000078.SZ, 海王生物,3.48,广东,医药生物,1998-12-18,0.0355,-0.11,0.091,0.156,0.2427,0.1876,0.6467,0.0325,0.1644,0.0905,0.0805,0.0715,0.0217,0.0372,0.0626,0,0,0.0055,0.288933333,2.1165,-,0,632.7272727,0,-0.980964467,1.062326116,0.224755737,1.644223955,9572899734,0,0,0,1,0,1,0,0,4.01
000088.SZ, 盐 田 港,5.31,广东,交通运输,1997-07-28,0.21,0.18,0.19,0.24,0.21,0.18,0.22,0.23,0.2,0.2111,0.2854,0.3295,0.3696,0.4602,0.5188,0,1,0.193333333,0.21,3.9969,是,1,27.46551724,0,-0.079365079,1.696059923,6.404131284,1.32852961,11943048877,0,0,0,1,1,1,1,0,6.32
000089.SZ, 深圳机场,7.55,广东,交通运输,1998-04-20,-0.0168,0.0137,0.2895,0.3257,0.3225,0.2743,0.2661,0.1584,0.2511,0.28,0.3544,0.4225,0.3402,0.142,0.3302,0,0,0.095466667,0.232933333,5.7974,是,1,79.08519553,0,-0.590154551,1.108547087,7.877410462,1.302307931,15483309793,0,0,0,1,1,1,1,0,8.17
000090.SZ, 天健集团,5.96,广东,房地产,1999-07-21,0.9606,0.738,0.6042,0.54,0.5,0.37,0.71,0.76,0.6849,0.498,0.445,0.2426,0.1264,-0.3771,0.5692,0,1,0.7676,0.613333333,5.0887,是,1,7.764460657,0,0.251521739,1.374905391,0.557021233,1.171222513,11136530787,0,1,0,1,1,1,1,1,5.94
000096.SZ, 广聚能源,8.89,广东,化工,2000-07-24,0.128,0.246,0.24,0.2,0.28,0.55,0.28,0.08,0.13,0.04,0.18,0.16,0.21,0.25,0.44,0,1,0.204666667,0.303333333,5.4769,是,1,43.43648208,0,-0.325274725,16.60292627,-1.796958547,1.623180997,4693920000,0,0,1,1,0,1,0,0,9.69
000099.SZ, 中信海直,8.02,广东,交通运输,2000-07-31,0.37,0.36,0.35,0.25,0.15,0.14,0.2795,0.3495,0.3635,0.274,0.2705,0.2396,0.2177,0.1811,0.1654,0,1,0.36,0.256333333,6.0959,是,1,22.27777778,0,0.404421326,4.779098072,-3.914833141,1.31563838,6221676499,0,0,1,1,1,1,1,0,7.46
000100.SZ, TCL科技,4.46,广东,电子,2004-01-30,0.7354,0.3226,0.1935,0.2562,0.2178,0.1312,0.2141,0.3475,0.2481,0.0938,0.1195,0.1243,0.1667,0.1938,0.153,0,1,0.417166667,0.230933333,3.0529,是,1,10.6911706,20.38293811,0.806437644,1.07928246,0.125585525,1.460906024,76140636567,1,1,0,1,1,1,1,1,7.08
000150.SZ, 宜华健康,1.09,广东,医药生物,2000-08-07,-0.777,-0.7155,-1.7913,0.283,0.3893,1.6623,0.12,0.09,0.28,0.01,0.02,0.03,0.31,0.25,0.35,0,0,-1.0946,0.6241,-0.4681,-,0,10000,0,-2.753885595,0.456101628,-0.52498451,-2.328562273,956690337.1,0,0,0,1,1,1,1,1,2.96
000151.SZ, 中成股份,15.53,北京,商业贸易,2000-09-06,0.0252,-0.9822,0.0296,0.2818,0.2952,0.3408,0.4547,0.3831,0.315,0.148,-0.037,0.027,0.097,0.143,0.136,0,0,-0.309133333,0.392866667,2.6534,-,0,10000,0,-1.786865773,1.26423791,1.782606741,5.852868018,5239367406,0,0,0,1,0,1,0,0,8.13
000153.SZ, 丰原药业,10.3,安徽,医药生物,2000-09-20,0.3671,0.3323,0.2589,0.1921,0.2091,0.1468,0.1038,0.1313,0.0914,0.0731,0.0381,0.16,0.09,0.0546,0.02,0,1,0.319433333,0.1273,4.8957,是,1,32.24459981,0,1.509295627,0.882501584,1.693717501,2.103887085,3420745669,0,0,0,1,0,1,0,0,8.8
000155.SZ, 川能动力,17.81,四川,公用事业,2000-09-26,0.23,0.12,0.17,0.24,0.26,1.85,-1.2,-3.33,-1.35,0.02,-0.44,-0.45,0.18,0.29,0.29,0,0,0.173333333,-0.893333333,3.2593,-,0,102.75,0,-1.194029851,1.694406068,-0.007021045,5.464363514,26286256629,0,0,0,1,0,1,0,0,8.3
000156.SZ, 华数传媒,8.27,浙江,传媒,2000-09-06,0.49,0.56,0.45,0.45,0.45,0.42,0.4,0.33,0.22,0.17,0.88,1.55,0.71,0.16,0.06,0,1,0.5,0.383333333,7.6242,是,1,16.54,0,0.304347826,1.505756964,-3.007184499,1.084703969,15323751295,0,0,0,1,1,1,1,1,8.56
000157.SZ, 中联重科,6.86,湖南,机械设备,2000-10-12,0.74,0.97,0.58,0.26,0.17,-0.12,0.01,0.08,0.5,0.95,1.05,0.97,1.418,1.0318,1.7536,0,0,0.763333333,-0.01,6.5531,是,1,8.986899563,0,-77.33333333,1.796856293,3.145846554,1.046832797,59531026739,1,1,0,1,1,1,1,1,9.9
000158.SZ, 常山北明,6.94,河北,计算机,2000-07-24,0.08,0.06,0.06,0.11,0.21,0.28,0.24,0.0338,0.024,0.02,0.08,0.08,0.1,0.17,0.12,0,1,0.066666667,0.1846,3.8495,-,0,104.1,0,-0.638858794,1.202483802,0.811958934,1.802831537,11094400044,0,0,0,1,0,1,0,0,6.2
000159.SZ, 国际实业,8.07,新疆,化工,2000-09-26,0.0575,0.1846,0.0633,0.1245,-0.1378,0.0732,0.1164,0.2682,0.0739,0.21,0.68,1.35,0.63,0.63,0.3,0,0,0.1018,0.1526,4.6218,-,0,79.27308448,0,-0.332896461,1.090071187,2.56223798,1.746072959,3879135964,0,0,0,1,0,1,0,0,5.12
000166.SZ, 申万宏源,4.28,新疆,非银金融,2015-01-26,0.38,0.31,0.24,0.19,0.23,0.27,0.82,0.51,0.28,0.21,0.25,0.44,0.59,0.34,0.89,0,1,0.31,0.533333333,3.8028,是,1,13.80645161,0,-0.41875,0,0,1.125486484,1.07E+11,1,1,0,1,1,1,1,1,5.28
