Code,Name,Close,Location,Industry,List_date,EPS_2022,EPS_2021,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2020_22,AVG_EPS_2015_17,Net_Asset,Div,Dividend,PE20_22,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,x1,x2,x3,x4,x5,x6,x7,x8,Price201231,YTDchg,YTD_AVG
000011.SZ, 深物业A,8.87,广东,房地产,1992-03-30,0.9022,1/1/1900,1.3399,1.3722,0.9945,1.0453,0.5954,0.2631,0.7005,0.5048,0.6299,0.43,0.2936,0.1626,0.0181,-0.0505,0,1,1.3089,0.6346,7.4039,是,1,6.776682711,40.01535766,1.062559092,1.827913155,0.921203953,1.198017261,5286334546,0,1,0,1,1,1,1,1,12.17,0.112866817,8.877556178
000012.SZ, 南  玻Ａ,5.53,广东,建筑材料,1992-02-28,0.66,0.5,0.25,0.17,0.16,0.35,0.38,0.3,0.42,0.74,0.13,0.57,0.7,0.68,0.35,0.41,0,1,0.47,0.343333333,4.1863,是,1,11.76595745,22.60962354,0.368932039,1.244411275,2.73925449,1.320975563,16980927352,0,1,0,1,1,1,1,1,7.38,-0.718132855,5.582589882
000013.SZ, *ST石化A,0,广东,-,1992-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,749286798.1,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0,0,0
000014.SZ, 沙河股份,11.36,广东,房地产,1992-06-02,1.03,0.18,0.02,0.1,0.7238,0.0378,0.1418,0.2626,0.3013,0.1426,0.1386,0.2692,0.35,0.3977,0.216,0.014,0,1,0.41,0.1474,4.82,是,1,27.70731707,11.67995125,1.781546811,1.527373436,1.740704392,2.356846473,2749645105,0,0,0,1,0,1,0,0,8.28,3.178928247,11.418827
000015.SZ, PT中浩A,0,广东,-,1992-06-25,0,0,0,0,0,0,0,0,0,-0.3533,-0.3528,-0.3525,-0.352,-0.3526,-0.36,-0.35,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,954285459.4,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0,0,0
000016.SZ, 深康佳Ａ,3.86,广东,家用电器,1992-03-27,-0.6111,0.376,0.1984,0.0881,0.1708,2.1001,0.0397,-0.52,0.0437,0.0375,0.0381,0.0207,0.0697,0.1255,0.2083,0.348,0,0,-0.012233333,0.539933333,3.173,-,0,10000,0,-1.022657118,1.181701765,0.283211842,1.21651434,9294669275,0,0,0,1,1,1,1,0,6.61,-7.434052758,4.042220156
000017.SZ, *ST中华A,4.46,广东,汽车,1992-03-31,-0.013,-0.0036,0.0069,-0.013,-0.0029,0.003,0.0047,-0.0003,0.0089,2.857,-0.0951,0.072,0.1169,-0.2206,-0.0936,0.1314,0,0,-0.003233333,0.002466667,0.421,-,0,10000,0,-2.310810811,4.307935165,-5.400883385,10.59382423,3073764801,0,0,1,1,0,1,0,0,2.41,2.528735632,4.49170844
000018.SZ, 神城A退,0,北京,-,1992-06-16,0,0,0,0,-1.004,0.22,0.28,1.5,0.0254,0.0486,0,-0.1,0.02,0.07,-0.15,-0.69,0,0,0,0.666666667,0,-,0,10000,0,-1,0,0,#DIV/0!,458526153,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0,0,0
000019.SZ, 深粮控股,7.57,广东,商业贸易,1992-10-12,0.3649,0.372,0.3515,0.3154,0.2675,-0.1089,0.2139,-0.1171,0.0443,0.174,0.297,0.0323,0.031,-0.07,0.07,0.24,0,0,0.3628,-0.004033333,4.1326,是,1,20.86549063,68.50625939,-90.95041322,1.676224399,3.214753265,1.831776606,8724691873,0,0,0,1,0,1,0,0,7.5,0.397877984,7.607834564
000020.SZ, 深华发Ａ,12.61,广东,电子,1992-04-28,0.0358,0.0254,0.0241,0.0193,0.0116,0.0034,0.0193,-0.0238,0.0271,-0.023,0.0115,0.0385,0.0324,0.0147,0.0267,0.0913,0,0,0.028433333,-0.000366667,1.2487,-,0,443.4935522,0,-78.54545455,1.707442694,32.91859668,10.09850244,3570663072,0,0,0,1,0,1,0,0,9.99,-2.625482625,12.8713436
000021.SZ, 深科技,14.86,广东,电子,1994-02-02,0.4223,0.5065,0.5826,0.2395,0.3603,0.3679,0.1457,0.1228,0.1332,0.171,0.0709,0.1906,0.2913,0.29,0.3598,0.8064,0,1,0.5038,0.212133333,6.6122,是,1,29.49583168,30.78302446,1.374921433,1.241041544,2.727496788,2.247360939,23190331558,0,0,0,1,0,1,0,0,19.01,-8.328192474,15.44437474
000023.SZ, 深天地Ａ,6.32,广东,建筑材料,1993-04-29,-1.9511,-0.3822,-0.0573,0.3663,0.1897,0.2198,0.0717,0.1926,0.1243,0.1083,0.0373,0.0668,0.0948,0.177,0.1536,0.1453,0,0,-0.796866667,0.161366667,1.0093,-,0,10000,0,-5.938235902,0.999864538,-1.372950825,6.26176558,876939436.8,0,0,0,1,0,1,0,0,16.3,-0.157977883,6.365658229
000024.SZ, 招商地产,0,广东,-,1993-06-07,0,0,0,0,0,0,0,0,1.66,2.447,1.9323,1.5092,1.17,0.9574,0.9408,1.52,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,1.04E+11,1.00E+00,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0,0,0
000025.SZ, 特  力Ａ,15.6,广东,汽车,1993-06-21,0.1937,0.304,0.1338,0.5096,0.2924,0.2249,0.0915,0.1538,0.047,0.0313,0.0324,0.0098,0.0163,0.0286,0.02,0.05,0,1,0.2105,0.156733333,3.4929,是,1,74.10926366,14.45531925,0.343045513,2.108290085,-6.52405313,4.466202869,6724509792,0,0,1,1,0,1,0,0,16.9,-1.948460088,15.89458368
000026.SZ, 飞亚达,10.82,广东,轻工制造,1993-06-03,0.6398,0.9036,0.6764,0.4943,0.419,0.3196,0.2522,0.3099,0.371,0.331,0.295,0.406,0.377,0.281,0.259,0.244,0,1,0.739933333,0.2939,7.5101,是,1,14.622939,39.05699901,1.517636384,3.136248068,39.10866225,1.440726488,4492680075,0,1,1,1,1,1,1,1,11.43,-1.277372263,10.97493654
000027.SZ, 深圳能源,6.31,广东,公用事业,1993-09-03,0.3,0.32,0.78,0.43,0.17,0.19,0.34,0.45,0,0,0,0.43,0.64,0.91,0.47,0.79,0,0,0.466666667,0.326666667,5.9269,是,1,13.52142857,30.29340614,0.428571429,1.021440167,0.51210728,1.0646375,30019130370,0,1,0,1,1,1,1,1,6.09,-2.170542636,6.329831021
000028.SZ, 国药一致,29.13,广东,医药生物,1993-08-09,3.47,1/3/1900,3.27,2.97,2.83,2.47,2.8,2.1,1.9,1.81,1.65,1.15,0.91,0.67,0.537,0.434,0,1,3.286666667,2.456666667,37.6661,是,1,8.863083164,23.03758818,0.337856174,1.507934711,3.091685411,0.773374467,16212740693,0,1,0,1,1,1,1,1,45.8,0.482925147,29.73833623
000029.SZ, 深深房Ａ,11.38,广东,房地产,1993-09-15,0.1519,0.2183,0.2869,0.5461,0.4977,0.1829,0.308,0.2977,0.2946,0.2256,0.1056,0.1,0.0838,0.02,0.0189,0.0288,0,1,0.219033333,0.262866667,3.9581,是,1,51.95556232,40.14555003,-0.166751205,3.721228502,-150.9200378,2.875116849,11512690800,0,0,1,1,0,1,0,0,7.14,-3.231292517,11.50712149
000030.SZ, 富奥股份,5.28,吉林,汽车,1993-09-29,0.29,0.48,0.52,0.5,0.49,0.64,0.52,0.39,0.48,0.44,-0.0128,5.0484,3.6934,0.0281,-0.2952,-0.0765,0,1,0.43,0.516666667,4.1264,是,1,12.27906977,85.82549601,-0.167741935,1.369768671,-74.12510169,1.279565723,9195875489,0,1,0,1,1,1,1,1,7.34,-1.123595506,5.361669539
000031.SZ, 大悦城,2.93,广东,房地产,1993-10-08,-0.67,0.03,-0.09,0.61,0.77,0.52,0.4,0.4,0.33,0.29,0.28,0.23,0.26,0.21,0.08,0.61,0,0,-0.243333333,0.44,3.5934,-,0,10000,0,-1.553030303,1.522012211,0.169300039,0.815383759,12558898083,0,0,0,1,1,1,1,0,4.4,-1.346801347,2.931751261
000032.SZ, 深桑达Ａ,19.28,广东,通信,1993-10-28,-0.1425,0.3651,0.36,0.32,0.26,0.06,0.14,0.16,0.09,0.04,0.77,0.12,0.123,0.175,0.31,0.449,0,0,0.1942,0.12,4.8946,是,1,99.27909372,-56.10729113,0.618333333,1.2040185,0.362649,3.939034855,21939854032,0,0,0,1,0,1,0,0,17.9,-8.970727101,20.18747265
000033.SZ, 新都退,0,广东,-,1994-01-03,-0.0249,0,0,0,0,0,0.01,0.21,-1.3647,0.0106,-0.0773,0.0085,0.0127,-0.073,0.0107,0.0057,0,0,-0.0083,0.073333333,0,-,0,10000,0,-1.113181818,0,0,#DIV/0!,730524059.5,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0,0,0
000034.SZ, 神州数码,27.83,广东,计算机,1994-05-09,1.5601,0.3677,0.9509,1.074,0.7834,1.1053,0.67,0.06,0.17,0.05,0.01,0.05,1.39,0.37,-0.72,-0.8,0,1,0.959566667,0.611766667,11.3725,是,1,29.00267482,28.99469894,0.568517409,1.179091622,0.311763719,2.447131238,18634452588,0,0,0,1,0,1,0,0,21.46,-6.954195921,28.68883881
000035.SZ, 中国天楹,4.9,江苏,公用事业,1994-04-08,0.05,0.2919,0.26,0.3018,0.1602,0.1729,0.1709,0.37,0.35,5.99,-3.37,-0.15,0.31,-0.12,-0.0664,0.79,0,1,0.200633333,0.237933333,4.0777,-,0,24.42266157,0,-0.156766601,0.706885,-0.606536517,1.201657797,12366508755,0,0,0,1,1,1,1,0,4.11,-0.809716599,4.969657487
000036.SZ, 华联控股,3.69,广东,房地产,1994-06-17,0.29,0.27,0.37,0.551,0.849,1.177,1.18,0.0612,0.0306,0.071,0.0525,0.0618,0.2053,0.2505,-0.353,-0.34,0,1,0.31,0.806066667,3.5751,是,1,11.90322581,11.57867831,-0.615416425,2.999228492,-1.519459178,1.032138961,5475716552,0,1,1,1,1,1,1,1,3.98,-5.141388175,3.743079581
000037.SZ, 深南电A,8.45,广东,公用事业,1994-07-01,-0.2657,-0.7291,0.1062,0.04,0.03,0.03,2.17,-1.05,-0.55,0.09,0,0,-0.19,0.12,0.02,0.22,0,0,-0.2962,0.383333333,2.4141,-,0,10000,0,-1.772695652,1.463134906,3.813093413,3.500269251,5093343936,0,0,0,1,0,1,0,0,10.92,2.798053528,8.493372385
000038.SZ, 深大通,0,广东,传媒,1994-08-08,0,-1.21,0.1521,0.2341,-4.4946,0.6706,0.9278,0.062,-0.51,0.021,0.0216,0.02,0.28,0.22,1.7,0.18,0,0,-0.352633333,0.553466667,0,-,0,10000,0,-1.63713563,0,0,#DIV/0!,271844257.9,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,9.6,0,0
000039.SZ, 中集集团,7.95,广东,机械设备,1994-04-08,0.57,1/1/1900,1.41,0.37,1.1,0.81,0.14,0.71,0.92,0.81,0.73,1.37,1.13,0.36,0.53,1.19,0,1,1.26,0.553333333,9.01,是,1,6.30952381,30.15177155,1.277108434,1.222007013,1.338201155,0.882352941,42870537061,0,1,0,1,1,1,1,1,14.99,3.921568627,7.967274775
000040.SZ, 东旭蓝天,3.72,广东,公用事业,1994-08-08,-0.208,-0.397,-0.6866,-0.6435,0.83,0.41,0.19,0.13,0.11,0.22,0.41,0.3,0.21,0.14,-0.24,0.16,0,0,-0.430533333,0.243333333,7.5758,-,0,10000,0,-2.769315068,1.403182,2.001404999,0.49103725,5531170796,0,0,0,1,1,1,1,0,3.49,1.086956522,3.748114065
000042.SZ, 中洲控股,5.76,广东,房地产,1994-09-21,0.1198,0.3097,0.4232,1.184,0.6719,0.9256,0.3959,0.8377,0.6381,1.6934,1.72,1.3325,1.5114,1.1135,0.0283,0.8427,0,1,0.284233333,0.719733333,12.1907,是,1,20.26504046,10.01465487,-0.605085217,1.723815759,0.32942549,0.472491325,3829427361,0,0,0,1,1,1,1,1,9.14,0.348432056,5.756125106
000045.SZ, 深纺织Ａ,11.23,广东,电子,1994-08-15,0.14,0.12,0.07,0.04,-0.04,0.1,-0.17,0.02,-0.22,0.1,-0.24,0.15,0.14,0.16,0.19,0.05,0,0,0.11,-0.016666667,5.6252,是,1,102.0909091,41.45634929,-7.6,3.399381954,-10.15495417,1.996373462,5688240364,0,0,1,1,0,1,0,0,7.17,-4.830508475,11.62359437
000046.SZ, 泛海控股,0.38,北京,非银金融,1994-09-12,-2.2202,-2.1659,-0.8894,0.2107,0.1791,0.5564,0.6045,0.4433,0.342,0.2592,0.1716,0.0566,0.054,0.177,0.094,0.853,0,0,-1.7585,0.534733333,-1.0512,-,0,10000,0,-4.288555043,0.736674103,-0.189735009,-0.361491629,1974556249,0,0,0,1,1,1,1,1,3.28,0,0
000047.SZ, ST中侨,0,广东,-,1994-10-21,0,0,0,0,0,0,0,0,0,0,0,-0.3127,0,0.1662,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,966848793.5,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0,0,0
000048.SZ, 京基智农,17.53,广东,农林牧渔,1994-11-01,1.4775,0.7441,2.153,2.735,1.1193,0.7083,0.0153,0.52,0.29,-0.0231,0.0709,1.2361,-0.1207,0.1171,0.0924,0.062,0,0,1.4582,0.414533333,5.0127,是,1,12.02167055,67.68295227,2.517690576,0.69200059,0.165681648,3.497117322,9300878953,0,1,0,1,0,1,0,0,22.9,-4.207650273,17.90963946
000049.SZ, 德赛电池,25.88,广东,电子,1995-03-20,2.8868,1/2/1900,3.2321,2.4409,1.9556,1.4643,1.2439,1.1217,1.1428,1.5057,1.0498,0.872,0.5216,-0.2605,0.0114,0.0522,0,1,2.9204,1.276633333,13.6554,是,1,8.861799753,22.46587773,1.28757931,1.393264555,1.16290545,1.895220938,9954445260,0,1,0,1,0,1,0,1,67.6,-4.572271386,26.48738972
000050.SZ, 深天马Ａ,10.12,广东,电子,1995-03-15,0.0458,0.6276,0.6749,0.4049,0.4599,0.5761,0.4062,0.4901,0.7116,0.25,0.0948,0.1761,0.1226,-0.3581,0.0163,0.26,0,1,0.449433333,0.4908,12.2324,-,0,22.51724394,0,-0.084284162,1.03828875,0.880492689,0.827311076,24872406329,0,0,0,1,1,1,1,1,14.74,-4.976525822,10.29226704
000055.SZ, 方大集团,4.53,广东,建筑装饰,1996-04-15,0.26,0.21,0.35,0.31,1.91,0.97,0.91,0.14,0.13,0.11,0.03,0.09,0.11,0.1,0.05,0.0629,0,1,0.273333333,0.673333333,5.3544,是,1,16.57317073,18.97747849,-0.594059406,1.244514797,2.298562519,0.846033169,4864650248,0,0,0,1,1,1,1,1,4.47,0.221238938,4.555041438
000056.SZ, 皇庭国际,3.5,广东,房地产,1996-07-08,-1.64,-1.01,-0.26,0.04,0.08,0.15,0.1,0.09,-1.26,10.51,0.08,-0.56,-0.75,0.03,-0.12,0.33,0,0,-0.97,0.113333333,1.7877,-,0,10000,0,-9.558823529,0.173015701,0.307578004,1.957822901,4235310520,0,0,0,1,0,1,0,0,3.03,-5.405405405,3.624687221
000058.SZ, 深 赛 格,7.02,广东,商业贸易,1996-12-26,0.0128,0.0375,0.021,0.0635,0.0225,0.1777,0.1371,0.0946,0.0616,0.0692,0.0581,0.0879,0.0755,-0.3977,0.062,0.08,0,1,0.023766667,0.136466667,1.5661,是,1,295.371669,78.04104582,-0.825842697,1.60866211,-18.32584317,4.482472384,8643028717,0,0,0,1,0,1,0,0,6.72,-2.092050209,7.150552473
000059.SZ, 华锦股份,5.73,辽宁,化工,1997-01-30,0.33,0.56,0.2,0.62,0.63,1.15,1.13,0.21,-1.3216,-0.1293,0.0163,0.7014,0.3437,0.1634,0.3206,0.2,0,0,0.363333333,0.83,9.02,是,1,15.7706422,39.92737242,-0.562248996,1.647434104,2.731969597,0.635254989,9164805737,0,0,0,1,1,1,1,1,5.52,4.371584699,5.712320777
000060.SZ, 中金岭南,4.34,广东,有色金属,1997-01-23,0.28,0.27,0.26,0.24,0.26,0.46,0.15,0.09,0.23,0.2,0.21,0.46,0.45,0.4,0.39,1.65,0,1,0.27,0.233333333,3.8121,是,1,16.07407407,30.83045903,0.157142857,1.014425226,1.01217818,1.138480103,16221138456,0,0,0,1,1,1,1,1,4.82,0.462962963,4.385959523
000061.SZ, 农 产 品,6.42,广东,商业贸易,1997-01-10,0.1177,0.2205,0.1858,0.1828,0.0252,0.0082,0.0521,0.0121,0.0497,0.0666,0.0346,0.2691,0.36,0.11,0.13,0.44,0,1,0.174666667,0.024133333,3.3839,是,1,36.75572519,33.99698272,6.237569061,0.440472782,0.718880416,1.897219185,10894509721,0,0,0,1,0,1,0,0,7.05,-0.772797527,6.497640687
000062.SZ, 深圳华强,10.93,广东,电子,1997-01-30,0.9106,0.8447,0.5971,0.6024,0.9504,0.5716,0.5904,0.5556,0.72,0.618,0.422,0.07,0.29,0.3,0.15,0.38,0,1,0.784133333,0.572533333,6.7175,是,1,13.93895596,32.9452608,0.369585468,1.571538974,1.339211593,1.627093413,11431788889,0,1,0,1,0,1,0,0,12.44,-3.016858917,11.14525433
000063.SZ, 中兴通讯,24.55,广东,通信,1997-11-18,1.71,1/1/1900,0.92,1.22,-1.67,1.08,-0.57,0.77,0.77,0.39,-0.83,0.61,1.15,1.35,1.2,1.29,0,0,1.366666667,0.426666667,12.38,是,1,17.96341463,23.46263159,2.203125,1.758067964,2.180902447,1.983037157,1.17E+11,1.00E+00,0,0,1,0,1,0,0,33.65,-7.288519637,25.2917958
000065.SZ, 北方国际,11.12,北京,建筑装饰,1998-06-05,0.65,0.78,0.9,0.91,0.77,0.97,0.95,0.82,0.73,0.74,0.74,0.45,0.27,0.35,0.22,-0.29,0,1,0.776666667,0.913333333,7.6043,是,1,14.31759657,10.00008622,-0.149635036,1.617400094,1.7657534,1.462330524,11142170089,0,1,0,1,1,1,1,1,7.46,-0.891265597,11.27274289
000066.SZ, 中国长城,9.72,广东,计算机,1997-06-26,0.038,0.204,0.317,0.38,0.336,0.204,0.025,-0.027,0.044,0.022,-0.181,0.076,0.167,0.795,0.021,0.214,0,0,0.186333333,0.067333333,4.2366,是,1,52.16457961,18.77321978,1.767326733,1.672693843,1.682467128,2.294292593,31354767135,0,0,0,1,0,1,0,0,18.99,-3.95256917,9.890017079
000068.SZ, 华控赛格,3.55,广东,公用事业,1997-06-11,-0.2162,-0.0971,-0.165,0.006,-0.132,0.0324,0.0099,0.007,-0.1208,-0.0415,0.0035,-0.0456,0.0395,-2.1484,0.0231,-0.2443,0,0,-0.159433333,0.016433333,0.0453,-,0,10000,0,-10.70182556,0.604614489,-0.048053443,78.36644592,3573683697,0,0,0,1,0,1,0,0,3.25,0.282485876,3.59450192
000069.SZ, 华侨城Ａ,2.95,广东,房地产,1997-09-10,-1.3296,0.4727,1.5633,1.5044,1.2907,1.0533,0.8395,0.637,0.6566,0.6062,0.5294,0.568,0.978,0.551,0.35,0.66,0,0,0.235466667,0.843266667,8.0179,-,0,12.52831257,0,-0.72076844,1.624720696,0.292088939,0.367926764,24195292049,0,1,0,1,1,1,1,1,7.09,-5.144694534,3.001260861
000070.SZ, 特发信息,7.62,广东,通信,2000-05-11,0.0157,-0.7505,0.014,0.4096,0.4393,0.4236,0.6245,0.3349,0.2051,0.23,0.19,0.1471,0.251,0.1653,0.1417,0.0442,0,0,-0.240266667,0.461,2.0419,-,0,10000,0,-1.521185828,1.355580594,0.318517707,3.731818404,6860627071,0,0,0,1,0,1,0,0,9.21,-4.0302267,7.804051807
000078.SZ, 海王生物,3.29,广东,医药生物,1998-12-18,-0.3905,0.0355,-0.11,0.091,0.156,0.2427,0.1876,0.6467,0.0325,0.1644,0.0905,0.0805,0.0715,0.0217,0.0372,0.0626,0,0,-0.155,0.359,1.7053,-,0,10000,0,-1.431754875,1.061649143,0.166125664,1.929279306,9050241416,0,0,0,1,0,1,0,0,4.01,4.777070064,3.337404193
000088.SZ, 盐 田 港,4.96,广东,交通运输,1997-07-28,0.2,0.21,0.18,0.19,0.24,0.21,0.18,0.22,0.23,0.2,0.2111,0.2854,0.3295,0.3696,0.4602,0.5188,0,1,0.196666667,0.203333333,4.2151,是,1,25.22033898,22.4921465,-0.032786885,2.94702315,4.348143551,1.176721786,11155842265,0,0,1,1,1,1,1,0,6.32,1.639344262,4.951051419
000089.SZ, 深圳机场,6.37,广东,交通运输,1998-04-20,-0.5572,-0.0168,0.0137,0.2895,0.3257,0.3225,0.2743,0.2661,0.1584,0.2511,0.28,0.3544,0.4225,0.3402,0.142,0.3302,0,0,-0.186766667,0.287633333,5.2095,-,0,10000,0,-1.649322054,0.628437841,2.215302125,1.2227661,13063401772,0,0,0,1,1,1,1,0,8.17,-0.933125972,6.409690696
000090.SZ, 天健集团,4.53,广东,房地产,1999-07-21,0.9713,0.9606,0.738,0.6042,0.54,0.5,0.37,0.71,0.76,0.6849,0.498,0.445,0.2426,0.1264,-0.3771,0.5692,0,1,0.889966667,0.526666667,5.6286,是,1,5.09007828,30.6658133,0.689810127,1.408260763,0.501253618,0.80481825,8464510816,0,1,0,1,1,1,1,1,5.94,-1.52173913,4.541836315
000096.SZ, 广聚能源,11.66,广东,化工,2000-07-24,0.104,0.128,0.246,0.24,0.2,0.28,0.55,0.28,0.08,0.13,0.04,0.18,0.16,0.21,0.25,0.44,0,1,0.159333333,0.37,4.8805,是,1,73.17991632,28.72498902,-0.569369369,16.34193434,-1.829987698,2.389099478,6156480000,0,0,1,1,0,1,0,0,9.69,0.603968939,11.75897633
000099.SZ, 中信海直,8.41,广东,交通运输,2000-07-31,0.25,0.37,0.36,0.35,0.25,0.15,0.14,0.2795,0.3495,0.3635,0.274,0.2705,0.2396,0.2177,0.1811,0.1654,0,1,0.326666667,0.189833333,6.3416,是,1,25.74489796,25.9614956,0.720807726,4.422256515,-5.093222548,1.326163744,6524226852,0,0,1,1,1,1,1,0,7.46,-4.431818182,8.689990947
000100.SZ, TCL科技,4.23,广东,电子,2004-01-30,0.0185,0.7354,0.3226,0.1935,0.2562,0.2178,0.1312,0.2141,0.3475,0.2481,0.0938,0.1195,0.1243,0.1667,0.1938,0.153,0,1,0.358833333,0.1877,2.9685,是,1,11.78820251,0,0.91173859,1.090841488,0.133809918,1.424962102,7.94E+10,1.00E+00,1,0,1,1,1,1,1,7.08,-1.627906977,4.235993344
000150.SZ, 宜华健康,0,广东,医药生物,2000-08-07,-0.4996,-0.777,-0.7155,-1.7913,0.283,0.3893,1.6623,0.12,0.09,0.28,0.01,0.02,0.03,0.31,0.25,0.35,0,0,-0.664033333,0.723866667,-0.8886,-,0,10000,0,-1.917342052,0.256632517,-0.582961871,0,447625754.1,0,0,0,1,1,1,1,1,2.96,0,0
000151.SZ, 中成股份,11.17,北京,商业贸易,2000-09-06,-1.2288,0.0252,-0.9822,0.0296,0.2818,0.2952,0.3408,0.4547,0.3831,0.315,0.148,-0.037,0.027,0.097,0.143,0.136,0,0,-0.7286,0.363566667,2.0821,-,0,10000,0,-3.004034107,1.145988286,0.498996042,5.364775947,3768431032,0,0,0,1,0,1,0,0,8.13,-1.412180053,11.3489323
